symbol	psymbol	NM	ENSG
CDY1B	CDY1B	NM_001003894	ENSG00000172352
CDY2A	CDY2	NM_004825	ENSG00000182415
CDY2B	CDY2B	NM_001001722	ENSG00000129873
CDYL	CDYL	NM_004824	ENSG00000153046
CDYL2	CDYL2	NM_152342	ENSG00000166446
CEACAM1	BGP	NM_001712	ENSG00000079385
CEACAM3	CGM1	NM_001815	ENSG00000170956
CEACAM4	CGM7	NM_001817	ENSG00000105352
CEACAM5	CEA	NM_004363	ENSG00000105388
CEACAM7	CGM2	NM_006890	ENSG00000007306
CEACAM16	CEACAM16	NM_001039213	ENSG00000213892
CEACAM19	CEACAM19	NM_020219	ENSG00000186567
CEACAM20	CEACAM20	NM_198444	ENSG00000273777
CEACAM21	CEACAM21	NM_033543	ENSG00000007129
CEBPA	CEBP	NM_004364	ENSG00000245848
CEBPB	TCF5	NM_005194	ENSG00000172216
CEBPD	CEBPD	NM_005195	ENSG00000221869
CEBPE	CEBPE	NM_001805	ENSG00000092067
CEBPG	CEBPG	NM_001806	ENSG00000153879
CEBPZ	CEBPZ	NM_005760	ENSG00000115816
CECR2	CECR2	NM_031413	ENSG00000099954
CELA1	ELA1	NM_001971	ENSG00000139610
CELA2A	CELA2A	NM_033440	ENSG00000142615
CELA2B	CELA2B	NM_015849	ENSG00000215704
CELA3A	ELA3A	NM_005747	ENSG00000142789
CELA3B	ELA3B	NM_007352	ENSG00000219073
CELF1	CUGBP1	NM_006560	ENSG00000149187
CELF3	TNRC4	NM_007185	ENSG00000159409
CELF4	BRUNOL4	NM_020180	ENSG00000101489
CELF5	BRUNOL5	NM_021938	ENSG00000161082
CELF6	BRUNOL6	NM_052840	ENSG00000140488
CELP	CELL	NM_001808	ENSG00000170827
CELSR1	CELSR1	NM_014246	ENSG00000075275
CELSR2	EGFL2	NM_001408	ENSG00000143126
CELSR3	EGFL1	NM_001407	ENSG00000008300
CEMIP	KIAA1199	NM_018689	ENSG00000103888
CEMIP2	TMEM2	NM_013390	ENSG00000135048
CEND1	CEND1	NM_016564	ENSG00000184524
CENPA	CENPA	NM_001809	ENSG00000115163
CENPB	CENPB	NM_001810	ENSG00000125817
CENPBD1	CENPBD1	NM_145039	ENSG00000177946
CENPF	CENPF	NM_016343	ENSG00000117724
CENPI	FSHPRH1	NM_006733	ENSG00000102384
CENPJ	MCPH6	NM_018451	ENSG00000151849
CENPK	CENPK	NM_022145	ENSG00000123219
CENPL	C1orf155	NM_033319	ENSG00000120334
CENPM	C22orf18	NM_024053	ENSG00000100162
CENPN	C16orf60	NM_018455	ENSG00000166451
CENPO	CENPO	NM_024322	ENSG00000138092
CENPP	CENPP	NM_001012267	ENSG00000188312
CENPQ	C6orf139	NM_018132	ENSG00000031691
CENPS	APITD1	NM_199294	ENSG00000175279
CENPS	MHF1	NM_199294	ENSG00000175279
CENPS_CORT	APITD1_CORT	NM_198544.3	ENSG00000251503
CENPU	MLF1IP	NM_024629	ENSG00000151725
CENPV	PRR6	NM_181716	ENSG00000166582
CENPVL1	CENPVP1	NM_001355277	ENSG00000223591
CENPVL3	CENPVP3	NM_001355276	ENSG00000224109
CENPX	STRA13	NM_144998	ENSG00000169689
CENPX	MHF2	NM_144998	ENSG00000169689
CEP19	C3orf34	NM_032898	ENSG00000174007
CEP41	TSGA14	NM_018718	ENSG00000106477
CEP44	KIAA1712	NM_030633	ENSG00000164118
CEP55	C10orf3	NM_018131	ENSG00000138180
CEP57	CEP57	NM_014679	ENSG00000166037
CEP57L1	C6orf182	NM_173830	ENSG00000183137
CEP63	CEP63	NM_025180	ENSG00000182923
CEP68	KIAA0582	NM_015147	ENSG00000011523
CEP70	CEP70	NM_024491	ENSG00000114107
CEP72	CEP72	NM_018140	ENSG00000112877
CEP76	C18orf9	NM_024899	ENSG00000101624
CEP78	C9orf81	NM_001098802	ENSG00000148019
CEP83	CCDC41	NM_016122	ENSG00000173588
CEP85	CCDC21	NM_022778	ENSG00000130695
CEP85L	C6orf204	NM_001042475	ENSG00000111860
CEP89	CCDC123	NM_032816	ENSG00000121289
CEP95	CCDC45	NM_138363	ENSG00000258890
CEP97	LRRIQ2	NM_024548	ENSG00000182504
CEP104	KIAA0562	NM_014704	ENSG00000116198
CEP112	CCDC46	NM_145036	ENSG00000154240
CEP120	CCDC100	NM_153223	ENSG00000168944
CEP126	KIAA1377	NM_020802	ENSG00000110318
CEP128	C14orf61	NM_152446	ENSG00000100629
CEP128	C14orf145	NM_152446	ENSG00000100629
CEP131	AZI1	NM_014984	ENSG00000141577
CEP135	KIAA0635	NM_025009	ENSG00000174799
CEP135	CEP4	NM_025009	ENSG00000174799
CEP162	C6orf84	NM_014895	ENSG00000135315
CEP162	KIAA1009	NM_014895	ENSG00000135315
CEP164	CEP164	NM_014956	ENSG00000110274
CEP170	KIAA0470	NM_014812	ENSG00000143702
CEP170B	KIAA0284	NM_001112726	ENSG00000099814
CEP250	CEP2	NM_007186	ENSG00000126001
CEP290	CEP290	NM_025114	ENSG00000198707
CEP295	KIAA1731	NM_033395	ENSG00000166004
CEP350	CEP350	NM_014810	ENSG00000135837
CEPT1	CEPT1	NM_006090	ENSG00000134255
CER1	CER1	NM_005454	ENSG00000147869
CERCAM	CEECAM1	NM_016174	ENSG00000167123
CERK	CERK	NM_022766	ENSG00000100422
CERS2	LASS2	NM_022075	ENSG00000143418
CERS3	LASS3	NM_178842	ENSG00000154227
CERS4	LASS4	NM_024552	ENSG00000090661
CERS5	LASS5	NM_147190	ENSG00000139624
CERS6	LASS6	NM_203463	ENSG00000172292
CES1	CES1	NM_001266	ENSG00000198848
CES2	CES2	NM_003869	ENSG00000172831
CES3	CES3	NM_024922	ENSG00000172828
CES4A	CES8	NM_173815	ENSG00000172824
CES5A	CES7	NM_145024	ENSG00000159398
CETN1	CETN	NM_004066	ENSG00000177143
CETN2	CALT	NM_004344	ENSG00000147400
CETN3	CETN3	NM_004365	ENSG00000153140
CETP	CETP	NM_000078	ENSG00000087237
CFAP20	C16orf80	NM_013242	ENSG00000070761
CFAP36	CCDC104	NM_080667	ENSG00000163001
CFAP43	C10orf79	NM_025145	ENSG00000197748
CFAP43	WDR96	NM_025145	ENSG00000197748
CFAP44	WDR52	NM_018338	ENSG00000206530
CFAP45	CCDC19	NM_012337	ENSG00000213085
CFAP46	C10orf123	NM_001200049	ENSG00000171811
CFAP46	C10orf124	NM_001200049	ENSG00000171811
CFAP46	C10orf93	NM_001200049	ENSG00000171811
CFAP46	C10orf92	NM_001200049	ENSG00000171811
CFAP46	TTC40	NM_001200049	ENSG00000171811
CFAP47	CXorf59	NM_001304548	ENSG00000165164
CFAP47	CXorf22	NM_001304548	ENSG00000165164
CFAP47	CXorf30	NM_001304548	ENSG00000165164
CFAP47	CHDC2	NM_001304548	ENSG00000165164
CFAP52	WDR16	NM_145054	ENSG00000166596
CFAP53	CCDC11	NM_145020	ENSG00000172361
CFAP54	C12orf63	NM_001306084	ENSG00000188596
CFAP54	C12orf55	NM_001306084	ENSG00000188596
CFAP57	WDR65	NM_152498	ENSG00000243710
CFAP58	C10orf80	NM_001008723	ENSG00000120051
CFAP58	CCDC147	NM_001008723	ENSG00000120051
CFAP61	C20orf26	NM_015585	ENSG00000089101
CFAP65	CCDC108	NM_194302	ENSG00000181378
CFAP69	C7orf63	NM_001039706	ENSG00000105792
CFAP70	TTC18	NM_145170	ENSG00000156042
CFAP73	CCDC42B	NM_001144872	ENSG00000186710
CFAP77	C9orf171	NM_207417	ENSG00000188523
CFAP97	KIAA1430	NM_020827	ENSG00000164323
CFAP97D1	C17orf105	NM_001136483	ENSG00000231256
CFAP99	CFAP99	NM_001193282	ENSG00000206113
CFAP100	CCDC37	NM_182628	ENSG00000163885
CFAP126	C1orf192	NM_001013625	ENSG00000188931
CFAP157	C9orf117	NM_001012502	ENSG00000160401
CFAP161	C15orf26	NM_173528	ENSG00000156206
CFAP206	C6orf165	NM_178823	ENSG00000272514
CFAP298	C21orf48	NM_021254	ENSG00000159079
CFAP298	C21orf59	NM_021254	ENSG00000159079
CFAP299	C4orf22	NM_152770	ENSG00000197826
CFAP300	C11orf70	NM_032930	ENSG00000137691
CFAP410	C21orf2	NM_004928	ENSG00000160226
CFB	BFD	NM_001710	ENSG00000243649
CFB	BF	NM_001710	ENSG00000243649
CFC1	HTX2	NM_032545	ENSG00000136698
CFC1B	CFC1B	NM_001079530	ENSG00000152093
CFDP1	CFDP1	NM_006324	ENSG00000153774
CFH	HF	NM_000186	ENSG00000000971
CFH	HF1	NM_000186	ENSG00000000971
CFH	HF2	NM_000186	ENSG00000000971
CFHR1	HFL1	NM_002113	ENSG00000244414
CFHR1	CFHL1	NM_002113	ENSG00000244414
CFHR1	CFHR1P	NM_002113	ENSG00000244414
CFHR1	HFL2	NM_002113	ENSG00000244414
CFHR1	CFHL1P	NM_002113	ENSG00000244414
CFHR2	HFL3	NM_005666	ENSG00000080910
CFHR2	CFHL2	NM_005666	ENSG00000080910
CFHR3	CFHL3	NM_021023	ENSG00000116785
CFHR4	CFHL4	NM_006684	ENSG00000134365
CFHR5	CFHL5	NM_030787	ENSG00000134389
CFI	IF	NM_000204	ENSG00000205403
CFL1	CFL	NM_005507	ENSG00000172757
CFL2	CFL2	NM_138638	ENSG00000165410
CFLAR	CASP8AP1	NM_003879	ENSG00000003402
CFP	PFC	NM_002621	ENSG00000126759
CFTR	CF	NM_000492	ENSG00000001626
CFTR	ABCC7	NM_000492	ENSG00000001626
CGA	CGA	NM_000735	ENSG00000135346
CGAS	C6orf150	NM_138441	ENSG00000164430
CGAS	MB21D1	NM_138441	ENSG00000164430
CGB1	CGB1	NM_033377	ENSG00000267631
CGB2	CGB2	NM_033378	ENSG00000104818
CGB3	CGB	NM_000737	ENSG00000104827
CGB5	CGB5	NM_033043	ENSG00000189052
CGB7	CGB7	NM_033142	ENSG00000196337
CGB8	CGB8	NM_033183	ENSG00000213030
CGGBP1	CGGBP1	NM_001008390	ENSG00000163320
CGN	CGN	NM_020770	ENSG00000143375
CGNL1	CGNL1	NM_032866	ENSG00000128849
CGREF1	CGREF1	NM_006569	ENSG00000138028
CGRRF1	CGRRF1	NM_006568	ENSG00000100532
CH25H	CH25H	NM_003956	ENSG00000138135
CHAC1	CHAC1	NM_024111	ENSG00000128965
CHAC2	CHAC2	NM_001008708	ENSG00000143942
CHAD	CHAD	NM_001267	ENSG00000136457
CHADL	CHADL	NM_138481	ENSG00000100399
CHAF1B	CHAF1B	NM_005441	ENSG00000159259
CHAMP1	C13orf8	NM_032436	ENSG00000198824
CHAMP1	ZNF828	NM_032436	ENSG00000198824
CHAT	CHAT	NM_020549	ENSG00000070748
CHCHD1	C10orf34	NM_203298	ENSG00000172586
CHCHD2	C7orf17	NM_016139	ENSG00000106153
CHCHD3	CHCHD3	NM_017812	ENSG00000106554
CHCHD4	CHCHD4	NM_144636	ENSG00000163528
CHCHD5	C2orf9	NM_032309	ENSG00000125611
CHCHD6	CHCHD6	NM_032343	ENSG00000159685
CHCHD7	CHCHD7	NM_024300	ENSG00000170791
CHCHD10	C22orf16	NM_213720	ENSG00000250479
CHD1	CHD1	NM_001270	ENSG00000153922
CHD1L	CHD1L	NM_004284	ENSG00000131778
CHD2	CHD2	NM_001271	ENSG00000173575
CHD3	CHD3	NM_001005273	ENSG00000170004
CHD4	CHD4	NM_001273	ENSG00000111642
CHD5	CHD5	NM_015557	ENSG00000116254
CHD7	CRG	NM_017780	ENSG00000171316
CHDH	CHDH	NM_018397	ENSG00000016391
CHEK1	CHEK1	NM_001274	ENSG00000149554
CHEK2	RAD53	NM_001005735	ENSG00000183765
CHERP	CHERP	NM_006387	ENSG00000085872
CHGA	CHGA	NM_001275	ENSG00000100604
CHGB	SCG1	NM_001819	ENSG00000089199
CHI3L1	CHI3L1	NM_001276	ENSG00000133048
CHI3L2	CHI3L2	NM_004000	ENSG00000064886
CHID1	CHID1	NM_023947	ENSG00000177830
CHIT1	CHIT1	NM_003465	ENSG00000133063
CHKA	CHK	NM_001277	ENSG00000110721
CHKB	CHKL	NM_005198	ENSG00000100288
CHL1	CHL1	NM_006614	ENSG00000134121
CHM	TCD	NM_000390	ENSG00000188419
CHM	DXS540	NM_000390	ENSG00000188419
CHML	CHML	NM_001821	ENSG00000203668
CHMP1A	PRSM1	NM_002768	ENSG00000131165
CHMP1A	PCOLN3	NM_002768	ENSG00000131165
CHMP1B	CHMP1B	NM_020412	ENSG00000255112
CHMP2A	CHMP2A	NM_014453	ENSG00000130724
CHMP2B	CHMP2B	NM_014043	ENSG00000083937
CHMP3	VPS24	NM_016079	ENSG00000115561
CHMP4A	C14orf123	NM_014169	ENSG00000254505
CHMP4C	CHMP4C	NM_152284	ENSG00000164695
CHMP5	C9orf83	NM_016410	ENSG00000086065
CHMP5	SNF7DC2	NM_016410	ENSG00000086065
CHMP6	CHMP6	NM_024591	ENSG00000176108
CHMP7	CHMP7	NM_152272	ENSG00000147457
CHN1	CHN	NM_001822	ENSG00000128656
CHN1	DURS2	NM_001822	ENSG00000128656
CHN2	CHN2	NM_004067	ENSG00000106069
CHODL	C21orf68	NM_024944	ENSG00000154645
CHORDC1	CHORDC1	NM_012124	ENSG00000110172
CHP1	CHP1	NM_007236	ENSG00000187446
CHP2	CHP2	NM_022097	ENSG00000166869
CHPF	CHPF	NM_024536	ENSG00000123989
CHPF2	CHPF2	NM_019015	ENSG00000033100
CHPT1	CHPT1	NM_020244	ENSG00000111666
CHRAC1	CHRAC1	NM_017444	ENSG00000104472
CHRD	CHRD	NM_003741	ENSG00000090539
CHRDL1	MGC1	NM_145234	ENSG00000101938
CHRFAM7A	CHRFAM7A	NM_148911	ENSG00000166664
CHRM1	CHRM1	NM_000738	ENSG00000168539
CHRM3	CHRM3	NM_000740	ENSG00000133019
CHRM4	CHRM4	NM_000741	ENSG00000180720
CHRNB2	CHRNB2	NM_000748	ENSG00000160716
CHRNG	ACHRG	NM_005199	ENSG00000196811
CHST1	CHST1	NM_003654	ENSG00000175264
CHST2	CHST2	NM_004267	ENSG00000175040
CHST3	CHST3	NM_004273	ENSG00000122863
CHST4	CHST4	NM_005769	ENSG00000140835
CHST5	CHST5	NM_012126	ENSG00000135702
CHST6	MCDC1	NM_021615	ENSG00000183196
CHST7	CHST7	NM_019886	ENSG00000147119
CHST8	CHST8	NM_022467	ENSG00000124302
CHST9	CHST9	NM_031422	ENSG00000154080
CHST10	CHST10	NM_004854	ENSG00000115526
CHST11	CHST11	NM_018413	ENSG00000171310
CHST12	CHST12	NM_018641	ENSG00000136213
CHST13	CHST13	NM_152889	ENSG00000180767
CHST14	D4ST1	NM_130468	ENSG00000169105
CHST15	CHST15	NM_015892	ENSG00000182022
CHSY1	CHSY1	NM_014918	ENSG00000131873
CHSY3	CHSY3	NM_175856	ENSG00000198108
CHTF8	CHTF8	NM_017804	ENSG00000168802
CHTF18	C16orf41	NM_022092	ENSG00000127586
CHTOP	C1orf77	NM_015607	ENSG00000160679
CHUK	TCF16	NM_001278	ENSG00000213341
CHURC1	C14orf52	NM_145165	ENSG00000258289
CIAO1	WDR39	NM_004804	ENSG00000144021
CIAO2A	FAM96A	NM_032231	ENSG00000166797
CIAO2B	FAM96B	NM_016062	ENSG00000166595
CIAO3	NARFL	NM_022493	ENSG00000103245
CIAPIN1	CIAPIN1	NM_020313	ENSG00000005194
CIART	C1orf51	NM_144697	ENSG00000159208
CIB2	DFNB48	NM_006383	ENSG00000136425
CIB2	USH1J	NM_006383	ENSG00000136425
CIB3	CIB3	NM_054113	ENSG00000141977
CIDEA	CIDEA	NM_001279	ENSG00000176194
CIDEC	CIDEC	NM_022094	ENSG00000187288
CIITA	MHC2TA	NM_000246	ENSG00000179583
CILP	CILP	NM_003613	ENSG00000138615
CINP	CINP	NM_032630	ENSG00000100865
CIP2A	KIAA1524	NM_020890	ENSG00000163507
CIPC	KIAA1737	NM_033426	ENSG00000198894
CIR1	CIR1	NM_004882	ENSG00000138433
CIRBP	CIRBP	NM_001280	ENSG00000099622
CISD1	C10orf70	NM_018464	ENSG00000122873
CISD1	ZCD1	NM_018464	ENSG00000122873
CISD2	ZCD2	NM_001008388	ENSG00000145354
CISD2	WFS2	NM_001008388	ENSG00000145354
CISH	CISH	NM_145071	ENSG00000114737
CIT	CIT	NM_007174	ENSG00000122966
CITED1	MSG1	NM_004143	ENSG00000125931
CITED4	CITED4	NM_133467	ENSG00000179862
CIZ1	CIZ1	NM_012127	ENSG00000148337
CKAP2L	CKAP2L	NM_152515	ENSG00000169607
CKAP5	CKAP5	NM_014756	ENSG00000175216
CKLF	CKLF1	NM_016326	ENSG00000217555
CKMT1B	CKMT	NM_020990	ENSG00000237289
CKMT1B	CKMT1	NM_020990	ENSG00000237289
CKMT2	CKMT2	NM_001825	ENSG00000131730
CKS1B	CKS1B	NM_001826	ENSG00000173207
CKS2	CKS2	NM_001827	ENSG00000123975
CLASP1	CLASP1	NM_015282	ENSG00000074054
CLASP2	CLASP2	NM_001207044	ENSG00000163539
CLASRP	SFRS16	NM_007056	ENSG00000104859
CLBA1	C14orf79	NM_174891	ENSG00000140104
CLC	CLC	NM_001828	ENSG00000105205
CLCA1	CLCA1	NM_001285	ENSG00000016490
CLCA2	CLCA2	NM_006536	ENSG00000137975
CLCA3P	CLCA3	NM_004921	ENSG00000153923
CLCA4	CLCA4	NM_012128	ENSG00000016602
CLCC1	CLCC1	NM_015127	ENSG00000121940
CLCF1	CLCF1	NM_013246	ENSG00000175505
CLCN1	CLCN1	NM_000083	ENSG00000188037
CLCN6	CLCN6	NM_001286	ENSG00000011021
CLCN7	CLCN7	NM_001287	ENSG00000103249
CLCNKB	CLCNKB	NM_000085	ENSG00000184908
CLDN1	CLDN1	NM_021101	ENSG00000163347
CLDN3	C7orf1	NM_001306	ENSG00000165215
CLDN3	CPETR2	NM_001306	ENSG00000165215
CLDN4	CPETR	NM_001305	ENSG00000189143
CLDN4	CPETR1	NM_001305	ENSG00000189143
CLDN5	AWAL	NM_003277	ENSG00000184113
CLDN5	TMVCF	NM_003277	ENSG00000184113
CLDN6	CLDN6	NM_021195	ENSG00000184697
CLDN7	CEPTRL2	NM_001307	ENSG00000181885
CLDN7	CPETRL2	NM_001307	ENSG00000181885
CLDN8	CLDN8	NM_199328	ENSG00000156284
CLDN9	CLDN9	NM_020982	ENSG00000213937
CLDN10	CLDN10	NM_006984	ENSG00000134873
CLDN11	OTM	NM_005602	ENSG00000013297
CLDN12	CLDN12	NM_012129	ENSG00000157224
CLDN14	DFNB29	NM_144492	ENSG00000159261
CLDN15	CLDN15	NM_014343	ENSG00000106404
CLDN16	CLDN16	NM_006580	ENSG00000113946
CLDN17	CLDN17	NM_012131	ENSG00000156282
CLDN18	SFTPJ	NM_001002026	ENSG00000066405
CLDN19	CLDN19	NM_148960	ENSG00000164007
CLDN20	CLDN20	NM_001001346	ENSG00000171217
CLDN23	CLDN23	NM_194284	ENSG00000253958
CLDN24	CLDN21	NM_001185149	ENSG00000185758
CLDN25	CLDN25	NM_001101389	ENSG00000228607
CLDND1	C3orf4	NM_019895	ENSG00000080822
CLEC1A	CLEC1A	NM_016511	ENSG00000150048
CLEC1B	CLEC1B	NM_016509	ENSG00000165682
CLEC2A	CLEC2A	NM_207375	ENSG00000188393
CLEC2B	CLECSF2	NM_005127	ENSG00000110852
CLEC2D	CLEC2D	NM_013269	ENSG00000069493
CLEC2L	CLEC2L	NM_001080511	ENSG00000236279
CLEC3A	CLECSF1	NM_005752	ENSG00000166509
CLEC3B	TNA	NM_003278	ENSG00000163815
CLEC4A	CLECSF6	NM_194450	ENSG00000111729
CLEC4C	CLECSF11	NM_203503	ENSG00000198178
CLEC4C	CLECSF7	NM_203503	ENSG00000198178
CLEC4E	CLECSF9	NM_014358	ENSG00000166523
CLEC4F	CLECSF13	NM_173535	ENSG00000152672
CLEC4M	CD209L	NM_014257	ENSG00000104938
CLEC4M	CD299	NM_014257	ENSG00000104938
CLEC5A	CLECSF5	NM_013252	ENSG00000258227
CLEC6A	CLECSF10	NM_001007033	ENSG00000205846
CLEC7A	CLECSF12	NM_197954	ENSG00000172243
CLEC9A	CLEC9A	NM_207345	ENSG00000197992
CLEC10A	CLECSF13	NM_006344	ENSG00000132514
CLEC10A	CLECSF14	NM_006344	ENSG00000132514
CLEC11A	SCGF	NM_002975	ENSG00000105472
CLEC12A	CLEC12A	NM_138337	ENSG00000172322
CLEC12B	CLEC12B	NM_205852	ENSG00000256660
CLEC14A	C14orf27	NM_175060	ENSG00000176435
CLEC16A	KIAA0350	NM_015226	ENSG00000038532
CLEC17A	CLEC17A	NM_207390	ENSG00000187912
CLEC18B	MRCL2	NM_001011880	ENSG00000140839
CLEC19A	CLEC19A	NM_001256720	ENSG00000261210
CLECL1	CLECL1	NM_172004	ENSG00000184293
CLGN	CLGN	NM_004362	ENSG00000153132
CLHC1	C2orf63	NM_152385	ENSG00000162994
CLIC1	CLIC1	NM_001288	ENSG00000213719
CLIC2	CLIC2	NM_001289	ENSG00000155962
CLIC3	CLIC3	NM_004669	ENSG00000169583
CLIC4	CLIC4	NM_013943	ENSG00000169504
CLINT1	CLINT1	NM_014666	ENSG00000113282
CLIP1	RSN	NM_002956	ENSG00000130779
CLIP2	WBSCR4	NM_003388	ENSG00000106665
CLIP2	CYLN2	NM_003388	ENSG00000106665
CLIP2	WBSCR3	NM_003388	ENSG00000106665
CLIP3	CLIP3	NM_015526	ENSG00000105270
CLIP4	RSNL2	NM_024692	ENSG00000115295
CLK2	CLK2	NM_003993	ENSG00000176444
CLLU1OS	CLLU1OS	NM_001025232	ENSG00000205057
CLMP	CLMP	NM_024769	ENSG00000166250
CLN5	CLN5	NM_006493	ENSG00000102805
CLN6	CLN6	NM_017882	ENSG00000128973
CLN8	EPMR	NM_018941	ENSG00000182372
CLN8	C8orf61	NM_018941	ENSG00000182372
CLNK	CLNK	NM_052964	ENSG00000109684
CLOCK	CLOCK	NM_004898	ENSG00000134852
CLP1	CLP1	NM_006831	ENSG00000172409
CLPB	CLPB	NM_030813	ENSG00000162129
CLPP	CLPP	NM_006012	ENSG00000125656
CLPS	CLPS	NM_001832	ENSG00000137392
CLPSL1	C6orf127	NM_001010886	ENSG00000204140
CLPSL2	C6orf126	NM_207409	ENSG00000196748
CLPTM1	CLPTM1	NM_001294	ENSG00000104853
CLPTM1L	CLPTM1L	NM_030782	ENSG00000049656
CLPX	CLPX	NM_006660	ENSG00000166855
CLRN2	CLRN2	NM_001079827	ENSG00000249581
CLRN3	TMEM12	NM_152311	ENSG00000180745
CLSPN	CLSPN	NM_022111	ENSG00000092853
CLSTN2	CLSTN2	NM_022131	ENSG00000158258
CLSTN3	CLSTN3	NM_014718	ENSG00000139182
CLTA	CLTA	NM_007096	ENSG00000122705
CLTC	CLTCL2	NM_004859	ENSG00000141367
CLTCL1	CLTCL	NM_007098	ENSG00000070371
CLTRN	TMEM27	NM_020665	ENSG00000147003
CLU	CLI	NM_001831	ENSG00000120885
CLU	APOJ	NM_001831	ENSG00000120885
CLUH	KIAA0664	NM_015229	ENSG00000132361
CLVS1	RLBP1L1	NM_173519	ENSG00000177182
CLVS2	C6orf212	NM_001010852	ENSG00000146352
CLVS2	C6orf213	NM_001010852	ENSG00000146352
CLVS2	RLBP1L2	NM_001010852	ENSG00000146352
CMA1	CMA1	NM_001836	ENSG00000092009
CMAS	CMAS	NM_018686	ENSG00000111726
CMBL	CMBL	NM_138809	ENSG00000164237
CMC1	C3orf68	NM_182523	ENSG00000187118
CMC2	C16orf61	NM_020188	ENSG00000103121
CMC4	CMC4	NM_001018024.2	ENSG00000182712
CMC4	MTCP1NB	NM_001018024.2	ENSG00000182712
CMIP	CMIP	NM_030629	ENSG00000153815
CMPK1	CMPK	NM_016308	ENSG00000162368
CMPK2	CMPK2	NM_207315	ENSG00000134326
CMSS1	C3orf26	NM_032359	ENSG00000184220
CMTM1	CKLFSF1	NM_052999	ENSG00000089505
CMTM3	CKLFSF3	NM_144601	ENSG00000140931
CMTM8	CKLFSF8	NM_178868	ENSG00000170293
CMTR1	KIAA0082	NM_015050	ENSG00000137200
CMTR1	FTSJD2	NM_015050	ENSG00000137200
CMTR2	FTSJD1	NM_018348	ENSG00000180917
CMYA5	C5orf10	NM_153610	ENSG00000164309
CNBD1	CNBD1	NM_173538	ENSG00000176571
CNBD2	C20orf152	NM_080834	ENSG00000149646
CNBD2	CNMPD1	NM_080834	ENSG00000149646
CNBP	DM2	NM_003418	ENSG00000169714
CNBP	ZNF9	NM_003418	ENSG00000169714
CNDP1	CNDP1	NM_032649	ENSG00000150656
CNDP2	PEPA	NM_018235	ENSG00000133313
CNEP1R1	C16orf69	NM_153261	ENSG00000205423
CNEP1R1	TMEM188	NM_153261	ENSG00000205423
CNFN	CNFN	NM_032488	ENSG00000105427
CNGA1	CNCG1	NM_000087	ENSG00000198515
CNGA1	CNCG	NM_000087	ENSG00000198515
CNGA2	CNCA1	NM_005140	ENSG00000183862
CNGA2	CNCA	NM_005140	ENSG00000183862
CNGA3	CNCG3	NM_001298	ENSG00000144191
CNGA3	ACHM2	NM_001298	ENSG00000144191
CNGB1	CNCG2	NM_001297	ENSG00000070729
CNGB1	CNCG3L	NM_001297	ENSG00000070729
CNGB3	ACHM3	NM_019098	ENSG00000170289
CNGB3	ACHM1	NM_019098	ENSG00000170289
CNGB3	RMCH	NM_019098	ENSG00000170289
CNIH1	CNIH	NM_005776	ENSG00000100528
CNIH2	CNIH2	NM_182553	ENSG00000174871
CNIH3	CNIH3	NM_152495	ENSG00000143786
CNIH4	CNIH4	NM_014184	ENSG00000143771
CNKSR1	CNKSR1	NM_006314	ENSG00000142675
CNKSR2	CNKSR2	NM_014927	ENSG00000149970
CNKSR3	CNKSR3	NM_173515	ENSG00000153721
CNN1	CNN1	NM_001299	ENSG00000130176
CNN2	CNN2	NM_004368	ENSG00000064666
CNN3	CNN3	NM_001839	ENSG00000117519
CNNM1	ACDP1	NM_020348	ENSG00000119946
CNNM2	ACDP2	NM_017649	ENSG00000148842
CNNM3	ACDP3	NM_017623	ENSG00000168763
CNNM4	ACDP4	NM_020184	ENSG00000158158
CNOT1	NOT1	NM_016284	ENSG00000125107
CNOT3	NOT3	NM_014516	ENSG00000088038
CNOT4	NOT4	NM_013316	ENSG00000080802
CNOT6	CNOT6	NM_015455	ENSG00000113300
CNOT7	CAF1	NM_013354	ENSG00000198791
CNOT8	POP2	NM_004779	ENSG00000155508
CNOT9	RQCD1	NM_005444	ENSG00000144580
CNOT10	CNOT10	NM_015442	ENSG00000182973
CNOT11	C2orf29	NM_017546	ENSG00000158435
CNPPD1	C2orf24	NM_015680	ENSG00000115649
CNPY1	CNPY1	NM_001103176	ENSG00000146910
CNPY2	TMEM4	NM_014255	ENSG00000257727
CNPY3	TNRC5	NM_006586	ENSG00000137161
CNPY4	CNPY4	NM_152755	ENSG00000166997
CNR2	CNR2	NM_001841	ENSG00000188822
CNRIP1	C2orf32	NM_015463	ENSG00000119865
CNST	C1orf71	NM_152609	ENSG00000162852
CNTD1	CNTD	NM_173478	ENSG00000176563
CNTF	CNTF	NM_000614	ENSG00000242689
CNTLN	C9orf101	NM_017738	ENSG00000044459
CNTLN	C9orf39	NM_017738	ENSG00000044459
CNTN1	CNTN1	NM_001843	ENSG00000018236
CNTN2	TAX	NM_005076	ENSG00000184144
CNTN2	AXT	NM_005076	ENSG00000184144
CNTN3	PANG	NM_020872	ENSG00000113805
CNTN5	CNTN5	NM_014361	ENSG00000149972
CNTN6	CNTN6	NM_014461	ENSG00000134115
CNTNAP1	NRXN4	NM_003632	ENSG00000108797
CNTNAP3	CNTNAP3	NM_033655	ENSG00000106714
CNTNAP4	CNTNAP4	NM_033401	ENSG00000152910
